State,Area_Name,Rural-urban_Continuum Code_2013,Economic_typology_2015,POP_ESTIMATE_2019
VA,Warren County,1,0,"40,164"
VA,Washington County,2,0,"53,740"
VA,Westmoreland County,6,5,"18,015"
VA,Wise County,7,2,"37,383"
VA,Wythe County,6,3,"28,684"
VA,York County,1,5,"68,280"
VA,Alexandria city,1,4,"159,428"
VA,Bristol city,2,0,"16,762"
VA,Buena Vista city,6,0,"6,478"
VA,Charlottesville city,3,4,"47,266"
VA,Chesapeake city,1,0,"244,835"
VA,Colonial Heights city,1,0,"17,370"
VA,Covington city,6,3,"5,538"
VA,Danville city,4,0,"40,044"
VA,Emporia city,6,3,"5,346"
VA,Fairfax city,1,0,"24,019"
VA,Falls Church city,1,0,"14,617"
VA,Franklin city,6,4,"7,967"
VA,Fredericksburg city,1,0,"29,036"
VA,Galax city,7,0,"6,347"
VA,Hampton city,1,4,"134,510"
VA,Harrisonburg city,3,0,"53,016"
VA,Hopewell city,1,4,"22,529"
VA,Lexington city,6,0,"7,446"
VA,Lynchburg city,2,0,"82,168"
VA,Manassas city,1,0,"41,085"
VA,Manassas Park city,1,0,"17,478"
VA,Martinsville city,4,0,"12,554"
VA,Newport News city,1,3,"179,225"
VA,Norfolk city,1,4,"242,742"
VA,Norton city,7,2,"3,981"
VA,Petersburg city,1,0,"31,346"
VA,Poquoson city,1,5,"12,271"
VA,Portsmouth city,1,4,"94,398"
VA,Radford city,3,4,"18,249"
VA,Richmond city,1,4,"230,436"
VA,Roanoke city,2,0,"99,143"
VA,Salem city,2,0,"25,301"
VA,Staunton city,3,0,"24,932"
VA,Suffolk city,1,0,"92,108"
VA,Virginia Beach city,1,0,"449,974"
VA,Waynesboro city,3,0,"22,630"
VA,Williamsburg city,1,5,"14,954"
VA,Winchester city,3,0,"28,078"
WA,Adams County,6,1,"19,983"
WA,Asotin County,3,0,"22,582"
WA,Benton County,2,0,"204,390"
WA,Chelan County,3,5,"77,200"
WA,Clallam County,5,0,"77,331"
WA,Clark County,1,0,"488,241"
WA,Columbia County,3,1,"3,985"
WA,Cowlitz County,3,0,"110,593"
WA,Douglas County,3,1,"43,429"
WA,Ferry County,9,4,"7,627"
WA,Franklin County,2,0,"95,222"
WA,Garfield County,8,4,"2,225"
WA,Grant County,5,1,"97,733"
WA,Grays Harbor County,4,0,"75,061"
WA,Island County,4,5,"85,141"
WA,Jefferson County,6,5,"32,221"
WA,King County,1,0,"2,252,782"
WA,Kitsap County,2,4,"271,473"
WA,Kittitas County,4,4,"47,935"
WA,Klickitat County,6,0,"22,425"
WA,Lewis County,4,0,"80,707"
WA,Lincoln County,8,1,"10,939"
WA,Mason County,4,5,"66,768"
WA,Okanogan County,6,1,"42,243"
WA,Pacific County,7,5,"22,471"
WA,Pend Oreille County,2,0,"13,724"
WA,Pierce County,1,0,"904,980"
WA,San Juan County,9,5,"17,582"
WA,Skagit County,3,0,"129,205"
WA,Skamania County,1,5,"12,083"
WA,Snohomish County,1,3,"822,083"
WA,Spokane County,2,0,"522,798"
WA,Stevens County,2,0,"45,723"
WA,Thurston County,2,4,"290,536"
WA,Wahkiakum County,8,0,"4,488"
WA,Walla Walla County,3,4,"60,760"
WA,Whatcom County,3,5,"229,247"
WA,Whitman County,4,4,"50,104"
WA,Yakima County,3,0,"250,873"
WV,Barbour County,6,2,"16,441"
WV,Berkeley County,2,4,"119,171"
WV,Boone County,3,2,"21,457"
WV,Braxton County,8,0,"13,957"
WV,Brooke County,3,3,"21,939"
WV,Cabell County,2,0,"91,945"
WV,Calhoun County,8,2,"7,109"
WV,Clay County,3,2,"8,508"
WV,Doddridge County,9,2,"8,448"
WV,Fayette County,3,4,"42,406"
WV,Gilmer County,7,4,"7,823"
WV,Grant County,7,0,"11,568"
WV,Greenbrier County,6,5,"34,662"
WV,Hampshire County,3,5,"23,175"
WV,Hancock County,3,3,"28,810"
WV,Hardy County,6,3,"13,776"
WV,Harrison County,5,4,"67,256"
WV,Jackson County,6,3,"28,576"
WV,Jefferson County,1,5,"57,146"
WV,Kanawha County,3,4,"178,124"
WV,Lewis County,7,2,"15,907"
WV,Lincoln County,2,2,"20,409"
WV,Logan County,6,2,"32,019"
WV,McDowell County,7,2,"17,624"
WV,Marion County,4,2,"56,072"
WV,Marshall County,3,3,"30,531"
WV,Mason County,6,0,"26,516"
WV,Mercer County,4,0,"58,758"
WV,Mineral County,3,3,"26,868"
WV,Mingo County,7,2,"23,424"
WV,Monongalia County,3,4,"105,612"
WV,Monroe County,8,4,"13,275"
WV,Morgan County,8,5,"17,884"
WV,Nicholas County,6,2,"24,496"
WV,Ohio County,3,0,"41,411"
WV,Pendleton County,8,1,"6,969"
WV,Pleasants County,6,0,"7,460"
WV,Pocahontas County,9,5,"8,247"
WV,Preston County,3,4,"33,432"
WV,Putnam County,2,0,"56,450"
WV,Raleigh County,3,2,"73,361"
WV,Randolph County,7,0,"28,695"
WV,Ritchie County,8,3,"9,554"
WV,Roane County,6,2,"13,688"
WV,Summers County,6,0,"12,573"
WV,Taylor County,6,0,"16,695"
WV,Tucker County,8,4,"6,839"
WV,Tyler County,9,3,"8,591"
WV,Upshur County,7,2,"24,176"
WV,Wayne County,2,4,"39,402"
WV,Webster County,9,2,"8,114"
WV,Wetzel County,6,0,"15,065"
WV,Wirt County,3,0,"5,821"
WV,Wood County,3,0,"83,518"
WV,Wyoming County,6,2,"20,394"
WI,Adams County,8,5,"20,220"
WI,Ashland County,7,5,"15,562"
WI,Barron County,6,3,"45,244"
WI,Bayfield County,8,5,"15,036"
WI,Brown County,2,0,"264,542"
WI,Buffalo County,8,0,"13,031"
WI,Burnett County,8,5,"15,414"
WI,Calumet County,3,3,"50,089"
WI,Chippewa County,3,3,"64,658"
WI,Clark County,6,3,"34,774"
WI,Columbia County,2,3,"57,532"
WI,Crawford County,7,0,"16,131"
WI,Dane County,2,4,"546,695"
WI,Dodge County,4,3,"87,839"
WI,Door County,6,5,"27,668"
WI,Douglas County,2,5,"43,150"
WI,Dunn County,6,4,"45,368"
WI,Eau Claire County,3,0,"104,646"
WI,Florence County,9,5,"4,295"
WI,Fond du Lac County,3,3,"103,403"
WI,Forest County,9,5,"9,004"
WI,Grant County,6,4,"51,439"
WI,Green County,2,0,"36,960"
WI,Green Lake County,6,5,"18,913"
WI,Iowa County,2,0,"23,678"
WI,Iron County,9,3,"5,687"
WI,Jackson County,6,0,"20,643"
WI,Jefferson County,4,3,"84,769"
WI,Juneau County,7,3,"26,687"
WI,Kenosha County,1,0,"169,561"
WI,Kewaunee County,2,3,"20,434"
WI,La Crosse County,3,0,"118,016"
WI,Lafayette County,8,1,"16,665"
WI,Langlade County,6,5,"19,189"
WI,Lincoln County,6,3,"27,593"
WI,Manitowoc County,4,3,"78,981"
WI,Marathon County,3,3,"135,692"
WI,Marinette County,6,3,"40,350"
WI,Marquette County,8,3,"15,574"
WI,Menominee County,8,0,"4,556"
WI,Milwaukee County,1,0,"945,726"
WI,Monroe County,6,4,"46,253"
WI,Oconto County,2,5,"37,930"
WI,Oneida County,7,5,"35,595"
WI,Outagamie County,3,0,"187,885"
WI,Ozaukee County,1,3,"89,221"
WI,Pepin County,8,0,"7,287"
WI,Pierce County,1,4,"42,754"
WI,Polk County,6,3,"43,783"
WI,Portage County,4,0,"70,772"
WI,Price County,9,3,"13,351"
WI,Racine County,3,3,"196,311"
WI,Richland County,6,3,"17,252"
WI,Rock County,3,0,"163,354"
WI,Rusk County,6,3,"14,178"
WI,St. Croix County,1,0,"90,687"
WI,Sauk County,4,5,"64,442"
WI,Sawyer County,7,5,"16,558"
WI,Shawano County,6,0,"40,899"
WI,Sheboygan County,3,3,"115,340"
WI,Taylor County,6,3,"20,343"
WI,Trempealeau County,6,3,"29,649"
WI,Vernon County,6,1,"30,822"
WI,Vilas County,9,5,"22,195"
WI,Walworth County,4,3,"103,868"
WI,Washburn County,7,5,"15,720"
WI,Washington County,1,3,"136,034"
WI,Waukesha County,1,0,"404,198"
WI,Waupaca County,6,3,"50,990"
WI,Waushara County,6,5,"24,443"
WI,Winnebago County,3,3,"171,907"
WI,Wood County,4,0,"72,999"
WY,Albany County,4,4,"38,880"
WY,Big Horn County,9,2,"11,790"
WY,Campbell County,5,2,"46,341"
WY,Carbon County,7,0,"14,800"
WY,Converse County,6,2,"13,822"
WY,Crook County,9,2,"7,584"
WY,Fremont County,7,0,"39,261"
WY,Goshen County,7,0,"13,211"
WY,Hot Springs County,7,0,"4,413"
WY,Johnson County,7,5,"8,445"
WY,Laramie County,3,4,"99,500"
WY,Lincoln County,7,2,"19,830"
WY,Natrona County,3,2,"79,858"
WY,Niobrara County,9,0,"2,356"
WY,Park County,7,5,"29,194"
WY,Platte County,7,0,"8,393"
WY,Sheridan County,7,0,"30,485"
WY,Sublette County,9,2,"9,831"
WY,Sweetwater County,5,2,"42,343"
WY,Teton County,7,5,"23,464"
WY,Uinta County,7,2,"20,226"
WY,Washakie County,7,0,"7,805"
WY,Weston County,7,2,"6,927"
PR,"Adjuntas Municipio, Puerto Rico",6,,"17,363"
PR,"Aguada Municipio, Puerto Rico",2,,"36,694"
PR,"Aguadilla Municipio, Puerto Rico",2,,"50,265"
PR,"Aguas Buenas Municipio, Puerto Rico",1,,"24,814"
PR,"Aibonito Municipio, Puerto Rico",1,,"22,108"
PR,"Añasco Municipio, Puerto Rico",2,,"26,161"
PR,"Arecibo Municipio, Puerto Rico",3,,"81,966"
PR,"Arroyo Municipio, Puerto Rico",3,,"17,238"
PR,"Barceloneta Municipio, Puerto Rico",1,,"23,727"
PR,"Barranquitas Municipio, Puerto Rico",1,,"27,725"
PR,"Bayamón Municipio, Puerto Rico",1,,"169,269"
PR,"Cabo Rojo Municipio, Puerto Rico",3,,"47,515"
PR,"Caguas Municipio, Puerto Rico",1,,"124,606"
PR,"Camuy Municipio, Puerto Rico",3,,"30,504"
PR,"Canóvanas Municipio, Puerto Rico",1,,"44,674"
PR,"Carolina Municipio, Puerto Rico",1,,"146,984"
PR,"Cataño Municipio, Puerto Rico",1,,"23,121"
PR,"Cayey Municipio, Puerto Rico",1,,"42,409"
PR,"Ceiba Municipio, Puerto Rico",1,,"10,904"
PR,"Ciales Municipio, Puerto Rico",1,,"15,808"
PR,"Cidra Municipio, Puerto Rico",1,,"38,307"
PR,"Coamo Municipio, Puerto Rico",4,,"38,336"
PR,"Comerío Municipio, Puerto Rico",1,,"18,648"
PR,"Corozal Municipio, Puerto Rico",1,,"32,293"
PR,"Culebra Municipio, Puerto Rico",9,,"1,714"
PR,"Dorado Municipio, Puerto Rico",1,,"36,141"
PR,"Fajardo Municipio, Puerto Rico",1,,"29,454"
PR,"Florida Municipio, Puerto Rico",1,,"11,317"
PR,"Guánica Municipio, Puerto Rico",2,,"15,383"
PR,"Guayama Municipio, Puerto Rico",3,,"39,465"
PR,"Guayanilla Municipio, Puerto Rico",2,,"17,623"
PR,"Guaynabo Municipio, Puerto Rico",1,,"83,728"
PR,"Gurabo Municipio, Puerto Rico",1,,"47,093"
PR,"Hatillo Municipio, Puerto Rico",3,,"39,218"
PR,"Hormigueros Municipio, Puerto Rico",3,,"15,518"
PR,"Humacao Municipio, Puerto Rico",1,,"50,653"
PR,"Isabela Municipio, Puerto Rico",2,,"40,423"
PR,"Jayuya Municipio, Puerto Rico",6,,"13,891"
PR,"Juana Díaz Municipio, Puerto Rico",2,,"44,679"
PR,"Juncos Municipio, Puerto Rico",1,,"38,155"
PR,"Lajas Municipio, Puerto Rico",3,,"22,010"
PR,"Lares Municipio, Puerto Rico",2,,"24,276"
PR,"Las Marías Municipio, Puerto Rico",6,,"7,927"
PR,"Las Piedras Municipio, Puerto Rico",1,,"37,007"
PR,"Loíza Municipio, Puerto Rico",1,,"24,553"
PR,"Luquillo Municipio, Puerto Rico",1,,"17,665"
PR,"Manatí Municipio, Puerto Rico",1,,"37,287"
PR,"Maricao Municipio, Puerto Rico",6,,"5,430"
PR,"Maunabo Municipio, Puerto Rico",1,,"10,321"
PR,"Mayagüez Municipio, Puerto Rico",3,,"71,530"
PR,"Moca Municipio, Puerto Rico",2,,"34,891"
PR,"Morovis Municipio, Puerto Rico",1,,"30,335"
PR,"Naguabo Municipio, Puerto Rico",1,,"25,761"
PR,"Naranjito Municipio, Puerto Rico",1,,"27,349"
PR,"Orocovis Municipio, Puerto Rico",1,,"20,220"
PR,"Patillas Municipio, Puerto Rico",3,,"16,211"
PR,"Peñuelas Municipio, Puerto Rico",2,,"19,249"
PR,"Ponce Municipio, Puerto Rico",2,,"131,881"
PR,"Quebradillas Municipio, Puerto Rico",3,,"22,918"
PR,"Rincón Municipio, Puerto Rico",2,,"13,656"
PR,"Río Grande Municipio, Puerto Rico",1,,"48,025"
PR,"Sabana Grande Municipio, Puerto Rico",3,,"21,712"
PR,"Salinas Municipio, Puerto Rico",4,,"27,128"
PR,"San Germán Municipio, Puerto Rico",3,,"30,227"
PR,"San Juan Municipio, Puerto Rico",1,,"318,441"
PR,"San Lorenzo Municipio, Puerto Rico",1,,"35,989"
PR,"San Sebastián Municipio, Puerto Rico",2,,"35,528"
PR,"Santa Isabel Municipio, Puerto Rico",4,,"21,209"
PR,"Toa Alta Municipio, Puerto Rico",1,,"72,025"
PR,"Toa Baja Municipio, Puerto Rico",1,,"74,271"
PR,"Trujillo Alto Municipio, Puerto Rico",1,,"63,674"
PR,"Utuado Municipio, Puerto Rico",2,,"27,395"
PR,"Vega Alta Municipio, Puerto Rico",1,,"36,061"
PR,"Vega Baja Municipio, Puerto Rico",1,,"50,023"
PR,"Vieques Municipio, Puerto Rico",7,,"8,386"
PR,"Villalba Municipio, Puerto Rico",2,,"21,372"
PR,"Yabucoa Municipio, Puerto Rico",1,,"32,282"
PR,"Yauco Municipio, Puerto Rico",2,,"33,575"
